id,source_id,name_ko,name_en,store_type,district,address_ko,phone,english_support,tourist_services,description_ko,description_en,is_approved,review_notes
552e8672-0723-51b0-a432-1b97a7c14920,13033019,올리브영 강남우성점,,olive_young,gangnam,서울 강남구 강남대로 320,1577-4887,,,Olive Young Gangnam Useong branch offers a wide selection of popular K-beauty products. Enjoy a pleasant shopping experience with trendy product selections and a convenient shopping environment.,Olive Young Gangnam Useong branch offers a wide selection of popular K-beauty products. Enjoy a pleasant shopping experience with trendy product selections and a convenient shopping environment.,,
d635a76d-ad9c-55fc-884d-b6112179fcca,1243283415,올리브영 관악타운,,olive_young,gwanak,서울 관악구 관악로 173,1577-4887,,,Olive Young Gwanak Town offers a wide selection of popular K-beauty and trendy products. Discover your perfect beauty finds in a comfortable and convenient shopping environment!,Olive Young Gwanak Town offers a wide selection of popular K-beauty and trendy products. Discover your perfect beauty finds in a comfortable and convenient shopping environment!,,
466781e8-2fa9-5578-aaa7-dac0684b3bad,19730259,올리브영 압구정로데오점,,olive_young,gangnam,서울 강남구 압구정로 342,1577-4887,,,Olive Young Apgujeong Rodeo is your go-to destination for diverse K-beauty products. Discover trendy items and popular picks for an enjoyable shopping experience.,Olive Young Apgujeong Rodeo is your go-to destination for diverse K-beauty products. Discover trendy items and popular picks for an enjoyable shopping experience.,,
a76fe423-244d-547a-b15f-be9b534faeb9,1044909318,올리브영 센트럴 강남 타운,,olive_young,seocho,서울 서초구 강남대로 403,1577-4887,,,Olive Young Central Gangnam Town is a flagship store where you can discover a wide array of K-beauty products and the latest trends. Enjoy a unique and pleasant shopping experience in a spacious and comfortable setting!,Olive Young Central Gangnam Town is a flagship store where you can discover a wide array of K-beauty products and the latest trends. Enjoy a unique and pleasant shopping experience in a spacious and comfortable setting!,,
52d7e6d7-a888-5405-909c-9b8305e4df4e,548632463,올리브영 역삼중앙점,,olive_young,gangnam,서울 강남구 테헤란로 151,1577-4887,,,Olive Young Yeoksam Central offers a wide selection of beauty products and trendy items. Enjoy a comfortable shopping experience and discover your perfect K-beauty finds!,Olive Young Yeoksam Central offers a wide selection of beauty products and trendy items. Enjoy a comfortable shopping experience and discover your perfect K-beauty finds!,,
5d84c5fb-0b63-5cef-b20b-681d9031f06b,26782092,올리브영 가산디지털단지역점,,olive_young,geumcheon,서울 금천구 벚꽃로 286,1577-4887,,,Olive Young Gasan Digital Complex Station offers a diverse selection of beauty products and trendy items in one convenient location. Enjoy a seamless shopping experience and discover your unique beauty style!,Olive Young Gasan Digital Complex Station offers a diverse selection of beauty products and trendy items in one convenient location. Enjoy a seamless shopping experience and discover your unique beauty style!,,
21c14d44-73e4-5ec4-a7d1-ae69b9b19987,979788996,올리브영 가로수길 타운,,olive_young,gangnam,서울 강남구 도산대로 133,1577-4887,,,Olive Young Garosu-gil Town is a flagship store where you can discover all the trendy K-beauty products in one place. Enjoy a delightful shopping experience with a wide range of brands and interactive spaces.,Olive Young Garosu-gil Town is a flagship store where you can discover all the trendy K-beauty products in one place. Enjoy a delightful shopping experience with a wide range of brands and interactive spaces.,,
be70c375-3987-5613-90f6-90df6d289f3a,1003476646,올리브영 삼전역점,,olive_young,jamsil,서울 송파구 백제고분로 196,1577-4887,,,Olive Young Samjeon Station offers a wide selection of popular K-beauty products. Enjoy a pleasant shopping experience with its convenient location and friendly service.,Olive Young Samjeon Station offers a wide selection of popular K-beauty products. Enjoy a pleasant shopping experience with its convenient location and friendly service.,,
61ce2826-e046-5023-9a8a-f59fd3f28fc1,617672793,올리브영 성수연방점,,olive_young,seongsu,서울 성동구 성수이로14길 14,1577-4887,,,Discover a wide array of K-beauty products at Olive Young Seongsu Yeonbang! Enjoy a trendy selection and unique shopping experience. Explore diverse brands and special promotions.,Discover a wide array of K-beauty products at Olive Young Seongsu Yeonbang! Enjoy a trendy selection and unique shopping experience. Explore diverse brands and special promotions.,,
fb0ca34b-d0ef-5e4c-81ca-551939cb3d86,1608313735,올리브영 봉은사역점,,olive_young,gangnam,서울 강남구 영동대로 602,1577-4887,,,Olive Young Bongeunsa Station offers a wide array of K-beauty products and trendy cosmetics. Enjoy a pleasant shopping experience in a convenient location and comfortable environment.,Olive Young Bongeunsa Station offers a wide array of K-beauty products and trendy cosmetics. Enjoy a pleasant shopping experience in a convenient location and comfortable environment.,,
4d86a920-91d6-5e9e-969d-14fc01f96fbd,367073914,올리브영 길동역점,,olive_young,gangdong,서울 강동구 양재대로 1481,02-486-5290,,,Olive Young Gildong Station offers a wide selection of K-beauty products and trendy items. Enjoy a pleasant shopping experience with convenient access and friendly service.,Olive Young Gildong Station offers a wide selection of K-beauty products and trendy items. Enjoy a pleasant shopping experience with convenient access and friendly service.,,
572351a1-4dbc-5ddc-a4d8-48b688d2302a,18355803,올리브영 선릉중앙점,,olive_young,gangnam,서울 강남구 테헤란로 316,1577-4887,,,"Olive Young Seolleung Central offers a wide selection of popular K-beauty products. From trendy new releases to beloved bestsellers, enjoy a convenient and delightful shopping experience.","Olive Young Seolleung Central offers a wide selection of popular K-beauty products. From trendy new releases to beloved bestsellers, enjoy a convenient and delightful shopping experience.",,
aa6f4b32-fe5f-5e1e-9f89-180c091449ea,24346647,올리브영 군자역점,,olive_young,gwangjin,서울 광진구 천호대로 548,1577-4887,,,Olive Young Gunja Station offers a wide selection of K-beauty and trendy products. Enjoy a convenient and comfortable shopping experience in this easily accessible store!,Olive Young Gunja Station offers a wide selection of K-beauty and trendy products. Enjoy a convenient and comfortable shopping experience in this easily accessible store!,,
22703b73-14d2-58db-9b76-3beab2142c52,741335130,올리브영 강남논현점,,olive_young,gangnam,서울 강남구 강남대로118길 11,1577-4887,,,"Olive Young Gangnam Nonhyeon is your one-stop shop for diverse K-beauty products. From trendy items to bestsellers, enjoy a convenient and delightful shopping experience.","Olive Young Gangnam Nonhyeon is your one-stop shop for diverse K-beauty products. From trendy items to bestsellers, enjoy a convenient and delightful shopping experience.",,
c34ea5a4-aa32-50f2-b86b-4540d2e747a6,18225122,올리브영 가락시장역점,,olive_young,jamsil,서울 송파구 중대로 105,1577-4887,,,Olive Young Garrak Market Station offers a wide selection of K-beauty products and trendy cosmetics. Enjoy a convenient and pleasant shopping experience at this accessible location!,Olive Young Garrak Market Station offers a wide selection of K-beauty products and trendy cosmetics. Enjoy a convenient and pleasant shopping experience at this accessible location!,,
46410c87-78c9-5c42-acf7-fbb2cc3ab1e1,25815743,올리브영 동대문역사문화공원역점,,olive_young,myeongdong,서울 중구 장충단로 251,1577-4887,,,Olive Young Dongdaemun History & Culture Park Station offers a wide selection of beauty products and trendy items. Enjoy a pleasant shopping experience in a convenient location with ample space!,Olive Young Dongdaemun History & Culture Park Station offers a wide selection of beauty products and trendy items. Enjoy a pleasant shopping experience in a convenient location with ample space!,,
50bae4c2-32b9-5044-950f-e7641dba5e7a,1671620494,올리브영 뚝섬역점,,olive_young,seongsu,서울 성동구 아차산로 6,1577-4887,,,Olive Young Ttukseom Station offers a wide selection of popular K-beauty products. Enjoy a pleasant shopping experience in a convenient location and trendy atmosphere!,Olive Young Ttukseom Station offers a wide selection of popular K-beauty products. Enjoy a pleasant shopping experience in a convenient location and trendy atmosphere!,,
3c56fec6-a470-5320-b12b-828c65e3ec85,957191350,올리브영 신사서초점,,olive_young,seocho,서울 서초구 강남대로 589,1577-4887,,,Olive Young Sinsa Seocho offers a diverse selection of K-beauty products. Enjoy a pleasant beauty shopping experience with trendy product choices and convenient services.,Olive Young Sinsa Seocho offers a diverse selection of K-beauty products. Enjoy a pleasant beauty shopping experience with trendy product choices and convenient services.,,
d0b6f2f4-50f5-558c-b9db-83a51c630da6,11910205,올리브영 사당역점,,olive_young,gwanak,서울 관악구 과천대로 941,02-588-5390,,,Olive Young Sadang Station offers a wide selection of popular K-beauty products and trendy items. Enjoy a convenient and enjoyable shopping experience!,Olive Young Sadang Station offers a wide selection of popular K-beauty products and trendy items. Enjoy a convenient and enjoyable shopping experience!,,
07dcfb8c-5bca-5798-bc64-ebc0a5162590,338468450,올리브영 서울숲역점,,olive_young,seongsu,서울 성동구 왕십리로 50,1577-4887,,,"Olive Young Seoul Forest Station offers a wide array of trendy K-beauty products. Enjoy a comfortable shopping experience in a spacious and pleasant environment, making it a great addition to your Seoul Forest date.","Olive Young Seoul Forest Station offers a wide array of trendy K-beauty products. Enjoy a comfortable shopping experience in a spacious and pleasant environment, making it a great addition to your Seoul Forest date.",,
688b807a-54d9-551c-a080-f0b6bec3d09a,20906634,올리브영 수유역점,,olive_young,gangbuk,서울 강북구 도봉로 329,1577-4887,,,Olive Young Suyu Station offers a wide selection of popular K-beauty products. Enjoy a pleasant shopping experience in a convenient location with a trendy atmosphere!,Olive Young Suyu Station offers a wide selection of popular K-beauty products. Enjoy a pleasant shopping experience in a convenient location with a trendy atmosphere!,,
1570ca5f-6a2a-5f41-a545-0fb65a0a1900,2072620170,올리브영 명동역점,,olive_young,myeongdong,서울 중구 퇴계로 115,1577-4887,,,"Olive Young Myeongdong Station offers a vast selection of K-beauty products in one convenient location. From trendy newcomers to popular favorites, enjoy a seamless shopping experience.","Olive Young Myeongdong Station offers a vast selection of K-beauty products in one convenient location. From trendy newcomers to popular favorites, enjoy a seamless shopping experience.",,
d13ab9ea-9d13-5229-b61f-24f13992e6d6,1701559385,올리브베러 광화문점,,olive_young,jongno,서울 종로구 종로3길 17,1577-4887,,,Olive Better Gwanghwamun offers a wide selection of beauty products and trendy items. Enjoy a unique and comfortable shopping experience in a relaxing atmosphere.,Olive Better Gwanghwamun offers a wide selection of beauty products and trendy items. Enjoy a unique and comfortable shopping experience in a relaxing atmosphere.,,
ddbc8daa-cb87-54d0-a89b-bacfe1dfbcb3,18355816,올리브영 마포역점,,olive_young,hongdae,서울 마포구 마포대로 53,02-718-2334,,,"Olive Young's Mapo Station branch offers a wide selection of K-beauty and trendy products. With convenient access and a spacious store, you can enjoy a comfortable shopping experience. Don't miss out on their various promotions!","Olive Young's Mapo Station branch offers a wide selection of K-beauty and trendy products. With convenient access and a spacious store, you can enjoy a comfortable shopping experience. Don't miss out on their various promotions!",,
ee8124bb-db75-5cce-a5ff-a1a4da49d088,26856024,올리브영 신도림점,,olive_young,guro,서울 구로구 경인로 661,1577-4887,,,Olive Young Sindorim offers a wide selection of popular K-beauty products. Enjoy a pleasant shopping experience with a convenient environment and friendly service.,Olive Young Sindorim offers a wide selection of popular K-beauty products. Enjoy a pleasant shopping experience with a convenient environment and friendly service.,,
8e62290c-40d4-5ca9-8e9c-de3c53e6c072,1050695383,올리브영 송파구청점,,olive_young,jamsil,서울 송파구 오금로 87,1577-4887,,,"Olive Young Songpa-gu Office Branch offers a wide selection of popular K-beauty products. Conveniently located with a pleasant shopping environment, it's a great place to discover trendy new arrivals.","Olive Young Songpa-gu Office Branch offers a wide selection of popular K-beauty products. Conveniently located with a pleasant shopping environment, it's a great place to discover trendy new arrivals.",,
75436778-ca3b-5f64-b33a-6163de9109a2,89045716,올리브영 강변역점,,olive_young,gwangjin,서울 광진구 강변역로4길 10,1577-4887,,,Olive Young Gangbyeon Station offers a diverse selection of K-beauty and trendy products. Enjoy a pleasant shopping experience with convenient access and friendly staff in a comfortable environment.,Olive Young Gangbyeon Station offers a diverse selection of K-beauty and trendy products. Enjoy a pleasant shopping experience with convenient access and friendly staff in a comfortable environment.,,
92542f1c-593d-57f9-837b-a32d16f9e200,13582708,올리브영 문래점,,olive_young,yeouido,서울 영등포구 선유로 63,1577-4887,,,Olive Young Munrae offers a wide selection of beauty products and trendy items. Discover the perfect products for you in a comfortable shopping environment! Find your health & beauty essentials at Olive Young Munrae.,Olive Young Munrae offers a wide selection of beauty products and trendy items. Discover the perfect products for you in a comfortable shopping environment! Find your health & beauty essentials at Olive Young Munrae.,,
b2c80a2f-dbc1-53bc-818c-1054e846510f,11910212,올리브영 신논현점,,olive_young,seocho,서울 서초구 강남대로 483,1577-4887,,,"Olive Young Sinnonhyeon offers a diverse selection of K-beauty products. From trendy items to popular favorites, enjoy a convenient and delightful shopping experience.","Olive Young Sinnonhyeon offers a diverse selection of K-beauty products. From trendy items to popular favorites, enjoy a convenient and delightful shopping experience.",,
c862b8ba-5680-5d54-95d3-cae2eeddfe6e,899841806,올리브영 종로점,,olive_young,jongno,서울 종로구 종로 78,1577-4887,,,"Olive Young Jongno is the perfect place to discover a wide array of K-beauty products. From trendy items to popular bestsellers, enjoy a convenient and delightful shopping experience.","Olive Young Jongno is the perfect place to discover a wide array of K-beauty products. From trendy items to popular bestsellers, enjoy a convenient and delightful shopping experience.",,
b2a2ab97-66f0-515b-bb4d-5addce457de5,1331880928,올리브영 명동점,,olive_young,myeongdong,서울 중구 명동8길 14,1577-4887,,,"Olive Young Myeongdong offers a wide selection of K-beauty products in one convenient location. From trendy items to popular must-haves, enjoy a convenient and fun shopping experience.","Olive Young Myeongdong offers a wide selection of K-beauty products in one convenient location. From trendy items to popular must-haves, enjoy a convenient and fun shopping experience.",,
9b65325c-d6c2-53d7-9491-ef3e10418e7c,27230607,올리브영 아차산역점,,olive_young,gwangjin,서울 광진구 천호대로 671,1577-4887,,,Olive Young Achasan Station offers a wide selection of beauty items and trendy products. Enjoy a comfortable shopping experience with convenient access and a spacious store layout!,Olive Young Achasan Station offers a wide selection of beauty items and trendy products. Enjoy a comfortable shopping experience with convenient access and a spacious store layout!,,
edcdd34a-d4e7-51e9-83b3-094aab6d1120,1497798340,올리브영 경복궁역점,,olive_young,jongno,서울 종로구 자하문로 9,1577-4887,,,Olive Young Gyeongbokgung Station offers a wide selection of K-beauty products and trendy cosmetics. Enjoy a pleasant shopping experience in its convenient location and comfortable space!,Olive Young Gyeongbokgung Station offers a wide selection of K-beauty products and trendy cosmetics. Enjoy a pleasant shopping experience in its convenient location and comfortable space!,,
87d94446-1a10-5bb3-9d8c-6c1346745644,693697299,올리브영 학동중앙점,,olive_young,gangnam,서울 강남구 도산대로 326,1577-4887,,,Olive Young Hakdong Jungang offers a wide selection of K-beauty products and trendy cosmetics. Enjoy a diverse beauty experience in a comfortable shopping environment!,Olive Young Hakdong Jungang offers a wide selection of K-beauty products and trendy cosmetics. Enjoy a diverse beauty experience in a comfortable shopping environment!,,
48790ae2-ae1c-5546-b496-aae2fcef16ea,21459684,올리브영 압구정중앙점,,olive_young,gangnam,서울 강남구 논현로 842,1577-4887,,,Olive Young Apgujeong Central offers a wide selection of trendy K-beauty products. Enjoy a pleasant shopping experience with its convenient layout and helpful service.,Olive Young Apgujeong Central offers a wide selection of trendy K-beauty products. Enjoy a pleasant shopping experience with its convenient layout and helpful service.,,
8f4f7ab2-a5de-56dd-94eb-ca2826f127e3,618054755,시코르 명동점,,chicor,myeongdong,서울 중구 명동길 48,,,,CHICOR Myeongdong is a beauty select shop where you can discover a wide range of K-beauty brands and trendy products. Enjoy a unique and convenient shopping experience in a stylish space!,CHICOR Myeongdong is a beauty select shop where you can discover a wide range of K-beauty brands and trendy products. Enjoy a unique and convenient shopping experience in a stylish space!,,
d0d3f268-f732-559c-8fda-100ffc425ce6,1410474318,시코르 강남역점,,chicor,gangnam,서울 강남구 강남대로 408,02-501-6281,,,Chicor Gangnam Station offers a trendy space to discover a wide array of beauty brands in one convenient location. Enjoy a special shopping experience in a spacious and comfortable environment.,Chicor Gangnam Station offers a trendy space to discover a wide array of beauty brands in one convenient location. Enjoy a special shopping experience in a spacious and comfortable environment.,,
3617f2ca-f883-59b5-91ba-d63405513ff1,1786621602,시코르 홍대점,,chicor,hongdae,서울 마포구 홍익로6길 56,02-336-1135,,,CHICOR Hongdae offers a curated selection of trendy K-beauty products. Experience a wide range of brands and find your perfect beauty style.,CHICOR Hongdae offers a curated selection of trendy K-beauty products. Experience a wide range of brands and find your perfect beauty style.,,
ee777513-bc11-5459-accb-a33f1d9c0d7d,1284320611,시코르 AK홍대점,,chicor,hongdae,서울 마포구 양화로 188,02-789-9810,,,Discover a wide array of K-beauty brands and trendy products at Chicor AK Hongdae. Enjoy a diverse and engaging beauty experience in a comfortable atmosphere.,Discover a wide array of K-beauty brands and trendy products at Chicor AK Hongdae. Enjoy a diverse and engaging beauty experience in a comfortable atmosphere.,,
28bb53ca-16f5-5739-a979-760337f4bf26,309778603,시코르 스타필드코엑스점,,chicor,gangnam,서울 강남구 영동대로 513,02-6002-3550,,,"Located in Starfield COEX Mall, Chicor offers a wide selection of beauty brands to explore. Discover your perfect look with trendy makeup and skincare products—try before you buy at Chicor!","Located in Starfield COEX Mall, Chicor offers a wide selection of beauty brands to explore. Discover your perfect look with trendy makeup and skincare products—try before you buy at Chicor!",,
7c579591-32ba-5287-ac2a-5ff7a8ed7a0d,721812569,시코르 신세계백화점 강남점,,chicor,seocho,서울 서초구 신반포로 176,02-2150-2393,,,"Located in Shinsegae Department Store Gangnam, Chicor offers a curated selection of diverse beauty brands. Experience trendy product discovery and a convenient shopping environment.","Located in Shinsegae Department Store Gangnam, Chicor offers a curated selection of diverse beauty brands. Experience trendy product discovery and a convenient shopping environment.",,
76dc2299-8384-5980-a3c5-8cd8453a4959,1232922406,시코르 롯데백화점본점면세점,,chicor,myeongdong,서울 중구 남대문로 81,02-759-6741,,,Discover a curated selection of K-beauty brands at Chicor Lotte Duty Free Main Store. Experience trending products and enjoy duty-free shopping for the ultimate beauty haul.,Discover a curated selection of K-beauty brands at Chicor Lotte Duty Free Main Store. Experience trending products and enjoy duty-free shopping for the ultimate beauty haul.,,
952f36a6-41f1-56d7-8d58-8df90b9f4137,943139357,시코르 마리오아울렛 가산점,,chicor,geumcheon,서울 금천구 벚꽃로 266,02-2067-2460,,,CHICOR Mario Outlet Gasan offers a curated selection of diverse K-beauty brands. Discover trendy products at great prices and enjoy a unique beauty shopping experience!,CHICOR Mario Outlet Gasan offers a curated selection of diverse K-beauty brands. Discover trendy products at great prices and enjoy a unique beauty shopping experience!,,
457662dc-a635-51f9-91df-79110d5cb878,1197158335,시코르 NC강서점,,chicor,gangseo,서울 강서구 강서로56길 17,02-2667-9511,,,"Discover a curated selection of diverse beauty brands at Chicor NC Gangseo. From trendy newcomers to established favorites, enjoy a convenient and exciting shopping experience.","Discover a curated selection of diverse beauty brands at Chicor NC Gangseo. From trendy newcomers to established favorites, enjoy a convenient and exciting shopping experience.",,
77f4d453-7664-50a4-b018-d37021280a06,2088581559,시코르 아이파크몰용산점,,chicor,itaewon,서울 용산구 한강대로23길 55,02-2012-4350,,,"Discover a wide range of K-beauty products at the Chicor store in Yongsan I'Park Mall. From trendy makeup to skincare, enjoy a unique and exciting shopping experience.","Discover a wide range of K-beauty products at the Chicor store in Yongsan I'Park Mall. From trendy makeup to skincare, enjoy a unique and exciting shopping experience.",,
aa0247eb-9e3a-50d1-ac8a-9e12561a80dd,137917230,시코르 타임스퀘어 영등포점,,chicor,yeouido,서울 영등포구 영중로 15,02-2638-2362,,,"CHICOR Times Square Yeongdeungpo offers a curated selection of diverse beauty brands in one convenient location. Discover trendy products and popular brands, ensuring a fun and seamless shopping experience.","CHICOR Times Square Yeongdeungpo offers a curated selection of diverse beauty brands in one convenient location. Discover trendy products and popular brands, ensuring a fun and seamless shopping experience.",,
2fe4b6e0-1bbb-527c-a397-2eb8dc72c6f9,418930886,조성아뷰티 신세계백화점 강남점 시코르,,chicor,seocho,서울 서초구 신반포로 176,070-4727-4620,,,Discover Cho Sung Ah Beauty at Shinsegae Gangnam's Chicor! Experience and shop a wide range of products firsthand. Enjoy a special shopping experience in the perfect space for trendy makeup.,Discover Cho Sung Ah Beauty at Shinsegae Gangnam's Chicor! Experience and shop a wide range of products firsthand. Enjoy a special shopping experience in the perfect space for trendy makeup.,,
7ef77390-107b-5ce4-b483-b016c51e3a4a,2104849652,멜릭서 신세계백화점 강남점,,department_store,seocho,서울 서초구 신반포로 176,,,,"Discover a wide range of Melixir's vegan skincare at the Shinsegae Department Store Gangnam location. Enjoy a comfortable shopping experience, explore products firsthand, and find the perfect match with expert consultations.","Discover a wide range of Melixir's vegan skincare at the Shinsegae Department Store Gangnam location. Enjoy a comfortable shopping experience, explore products firsthand, and find the perfect match with expert consultations.",,
6bd6c322-fb8f-5714-8ba7-1d45481683c3,294813264,오프뷰티 광장시장점,,brand_store,jongno,서울 종로구 창경궁로 88,070-7730-2740,,,"Off Beauty Gwangjang Market offers a wide selection of beauty products in one place. From trendy K-beauty to affordable options, enjoy a delightful shopping experience.","Off Beauty Gwangjang Market offers a wide selection of beauty products in one place. From trendy K-beauty to affordable options, enjoy a delightful shopping experience.",,
0cf59fb5-42a7-560d-b108-99e7938b2a62,713624372,오프뷰티 인사점,,brand_store,jongno,서울 종로구 인사동길 14,070-7730-2720,,,Off Beauty Insa offers a curated selection of diverse K-beauty brands in one convenient location. Discover trendy newcomers and cult favorites for a fun and easy shopping experience.,Off Beauty Insa offers a curated selection of diverse K-beauty brands in one convenient location. Discover trendy newcomers and cult favorites for a fun and easy shopping experience.,,
2b513265-8908-5f88-bcfa-89c63cc7b071,744728472,오프뷰티 망원점,,brand_store,hongdae,서울 마포구 월드컵로13길 23,070-4800-0333,,,"Off Beauty Mangwon offers a curated selection of K-beauty products to explore and purchase. Discover your perfect beauty finds from trendy brands to affordable essentials, all in one place!","Off Beauty Mangwon offers a curated selection of K-beauty products to explore and purchase. Discover your perfect beauty finds from trendy brands to affordable essentials, all in one place!",,
7cfeeda0-9feb-5b8f-94c1-305b2bc51cf9,1172091442,오프뷰티 이대점,,brand_store,seodaemun,서울 서대문구 이화여대길 51,,,,"Off Beauty Edae offers a diverse selection of trendy K-beauty products. Discover popular brands and new arrivals in a comfortable atmosphere, and find the perfect beauty items for you!","Off Beauty Edae offers a diverse selection of trendy K-beauty products. Discover popular brands and new arrivals in a comfortable atmosphere, and find the perfect beauty items for you!",,
d46d32f2-2b86-5212-83ae-b4121f248df1,136100907,오프뷰티 고대점,,brand_store,seongbuk,서울 성북구 고려대로24길 51,,,,"Off Beauty Korea University offers a curated selection of diverse beauty brands and trending products. Enjoy a relaxed atmosphere, test products freely, and discover your perfect beauty essentials!","Off Beauty Korea University offers a curated selection of diverse beauty brands and trending products. Enjoy a relaxed atmosphere, test products freely, and discover your perfect beauty essentials!",,
bb4161ba-421b-5d4d-9f14-29ee4e316ec8,1683868386,오프뷰티 경동시장점,,brand_store,dongdaemun,서울 동대문구 고산자로 451,070-7730-0123,,,Off Beauty Kyungdong Market offers a curated selection of K-beauty products in a trendy and revitalized space. Experience a unique shopping experience in a hip atmosphere.,Off Beauty Kyungdong Market offers a curated selection of K-beauty products in a trendy and revitalized space. Experience a unique shopping experience in a hip atmosphere.,,
5343db5f-e99d-5c60-8b43-fe45ffacac21,296184133,오프뷰티 남대문점,,brand_store,myeongdong,서울 중구 남대문시장길 17,,,,"Off Beauty Namdaemun offers a wide selection of beauty products from various brands in one place. From trendy makeup to skincare, enjoy a convenient and delightful shopping experience.","Off Beauty Namdaemun offers a wide selection of beauty products from various brands in one place. From trendy makeup to skincare, enjoy a convenient and delightful shopping experience.",,
b9cee75b-d5e9-5443-9070-db9acead6211,1865665403,오프뷰티 신림점,,brand_store,gwanak,서울 관악구 남부순환로 1607,,,,"Off Beauty Sillim offers a diverse selection of K-beauty products in one place. From trendy makeup to skincare, hair, and body care, enjoy a delightful shopping experience with their wide curation.","Off Beauty Sillim offers a diverse selection of K-beauty products in one place. From trendy makeup to skincare, hair, and body care, enjoy a delightful shopping experience with their wide curation.",,
