id,source_id,name_ko,name_en,skin_types,skin_types_confidence,_expected_skin_types,concerns,concerns_confidence,_expected_concerns,description_ko,description_en,review_summary_ko,review_summary_en,_available_at,tags,is_approved,review_notes
caedacbe-b4b3-592f-b3c8-3927ef2f58d5,prod-skin1004-madagascar-centella-cream,스킨1004 마다가스카르 센텔라 크림,SKIN1004 Madagascar Centella Cream,sensitive|normal|combination|oily|dry,0.9,sensitive|oily|combination,redness|dryness|acne,0.85,redness|acne,"SKIN1004 Madagascar Centella Cream soothes skin with Centella Asiatica extract and provides lasting hydration. Its lightweight, non-greasy formula absorbs quickly, making it suitable for all skin types, including sensitive skin.","SKIN1004 Madagascar Centella Cream soothes skin with Centella Asiatica extract and provides lasting hydration. Its lightweight, non-greasy formula absorbs quickly, making it suitable for all skin types, including sensitive skin.","Many users praise its soothing effect, but some with dry skin find the hydration lacking. *This is an AI-generated review summary.","Many users praise its soothing effect, but some with dry skin find the hydration lacking. *This is an AI-generated review summary.",olive_young,budget:budget,,
2e1b9a7d-84f0-565c-9b8a-bf0d64c7c709,prod-goodal-houttuynia-cordata-calming-moisture-cream,구달 맑은 어성초 진정 수분크림,Goodal Houttuynia Cordata Calming Moisture Cream,sensitive|oily|combination,0.9,sensitive|oily|combination,redness|dryness|acne,0.85,redness|acne|pores,"Goodal's Houttuynia Cordata Calming Moisture Cream is a daily hydration solution for clear, moisturized skin. Houttuynia Cordata extract soothes irritation, while the non-sticky formula absorbs quickly for comfortable hydration. Safe for sensitive skin.","Goodal's Houttuynia Cordata Calming Moisture Cream is a daily hydration solution for clear, moisturized skin. Houttuynia Cordata extract soothes irritation, while the non-sticky formula absorbs quickly for comfortable hydration. Safe for sensitive skin.","Many reviewers praise its soothing effect thanks to Houttuynia Cordata. The refreshing feel is also a plus! However, some find it lacking in moisturization. (AI Review Summary)","Many reviewers praise its soothing effect thanks to Houttuynia Cordata. The refreshing feel is also a plus! However, some find it lacking in moisturization. (AI Review Summary)",olive_young,budget:budget,,
53f1e176-cc13-5e1d-85cb-5dcf2d54f364,prod-aestura-atobarrier-365-cream,에스트라 아토베리어 365 크림,Aestura Atobarrier 365 Cream,dry|sensitive,0.95,sensitive|dry|normal,dryness|redness|eczema,0.9,eczema|redness|dryness,"Aestura Atobarrier 365 Cream strengthens the skin barrier and provides deep hydration for dry, sensitive skin. It replenishes moisture from within, promoting a healthy complexion. Apply gently after cleansing or whenever needed.","Aestura Atobarrier 365 Cream strengthens the skin barrier and provides deep hydration for dry, sensitive skin. It replenishes moisture from within, promoting a healthy complexion. Apply gently after cleansing or whenever needed.","Effective for skin barrier strengthening and hydration. However, some users may find it slightly oily. (AI-generated review summary, individual results may vary.)","Effective for skin barrier strengthening and hydration. However, some users may find it slightly oily. (AI-generated review summary, individual results may vary.)",olive_young|chicor,budget:moderate,,
ccec55c2-71de-552b-9308-b254617ed3ae,prod-beauty-of-joseon-dynasty-cream,뷰티오브조선 왕조크림,Beauty of Joseon Dynasty Cream,dry|sensitive|normal|combination,0.9,dry|normal|combination,dryness|dullness|uneven_tone,0.8,dryness|dullness|wrinkles,"The Dynasty Cream is excellent for strengthening the skin barrier and adding radiance. Enriched with rice bran water and ginseng water, it deeply moisturizes and nourishes the skin. Its soft texture provides a non-sticky finish. Use as the last step in your skincare routine.","The Dynasty Cream is excellent for strengthening the skin barrier and adding radiance. Enriched with rice bran water and ginseng water, it deeply moisturizes and nourishes the skin. Its soft texture provides a non-sticky finish. Use as the last step in your skincare routine.","Positive reviews highlight its glow-boosting and moisturizing effects. However, some may find the scent polarizing. (AI-generated review summary)","Positive reviews highlight its glow-boosting and moisturizing effects. However, some may find the scent polarizing. (AI-generated review summary)",olive_young,budget:budget,,
3689923e-f5a9-591b-aaca-78776ce3be87,prod-etude-soonjung-moist-relief-all-in-one-gel,에뛰드 순정 모이스트 풀 콜라겐 크림,Etude Soon Jung Moist Full Collagen Cream,sensitive|dry|normal|combination,0.9,sensitive|oily|combination,dryness|redness,0.85,redness|dryness|eczema,Etude Soon Jung Moist Full Collagen Cream strengthens the skin barrier with its hydrating collagen formula. It deeply nourishes for firm and healthy skin. Apply gently after cleansing or as the last step of your skincare routine.,Etude Soon Jung Moist Full Collagen Cream strengthens the skin barrier with its hydrating collagen formula. It deeply nourishes for firm and healthy skin. Apply gently after cleansing or as the last step of your skincare routine.,"Many users praise its hydrating and gentle formula. However, some find it too heavy for oily skin. *AI-generated review summary.*","Many users praise its hydrating and gentle formula. However, some find it too heavy for oily skin. *AI-generated review summary.*",olive_young|etude_store,budget:budget,,
181d7c88-3c18-58c3-828a-abf20416ab60,prod-hanyul-yuja-sleeping-mask,한율 달빛유자 수면팩,Hanyul Yuja Sleeping Mask,dry|normal|combination|sensitive,0.85,dry|normal|combination,dryness|dullness|uneven_tone,0.75,dullness|dark_spots|dryness,"Infuse your skin with Yuja Vitamin C overnight! Hanyul Yuja Sleeping Mask deeply hydrates and nourishes, leaving you with a radiant and revitalized complexion in the morning. Simply apply before bed and leave on—no rinsing required.","Infuse your skin with Yuja Vitamin C overnight! Hanyul Yuja Sleeping Mask deeply hydrates and nourishes, leaving you with a radiant and revitalized complexion in the morning. Simply apply before bed and leave on—no rinsing required.","Users praise its brightening and moisturizing effects. However, the Yuja scent may not appeal to everyone. *AI-generated review summary.*","Users praise its brightening and moisturizing effects. However, the Yuja scent may not appeal to everyone. *AI-generated review summary.*",olive_young|chicor,budget:moderate,,
5645edc0-aff3-5b9d-9408-5ec04756091d,prod-jung-saem-mool-time-energy-cream,정샘물 타임 에너지 크림,Jungsaemmool Time Energy Cream,dry|normal|combination|sensitive,0.85,dry|normal,dryness|dullness|wrinkles,0.75,wrinkles|dryness|dullness,Turn back time with Jungsaemmool Time Energy Cream! Rich nourishment and deep hydration strengthen the skin barrier and improve elasticity. Gently apply as the final step in your morning and evening skincare routine.,Turn back time with Jungsaemmool Time Energy Cream! Rich nourishment and deep hydration strengthen the skin barrier and improve elasticity. Gently apply as the final step in your morning and evening skincare routine.,"Jungsaemmool Time Energy Cream review summary: Hydrating and nourishing, but pricier. Absorbs well without stickiness. (AI-generated review)","Jungsaemmool Time Energy Cream review summary: Hydrating and nourishing, but pricier. Absorbs well without stickiness. (AI-generated review)",chicor|department_store,budget:premium,,
70a5e093-ebc8-5e8e-9ecc-d4549d511a8b,prod-bioderma-atoderm-intensive-baume,바이오더마 아토덤 인텐시브 밤,Bioderma Atoderm Intensive Baume,dry|sensitive,0.95,dry|sensitive,dryness|eczema|redness,0.9,eczema|dryness|redness,"Bioderma Atoderm Intensive Baume intensely soothes dry, irritated, and sensitive skin. Its formula helps rebuild the skin barrier and provides long-lasting hydration. Apply daily after showering or whenever skin feels dry and tight.","Bioderma Atoderm Intensive Baume intensely soothes dry, irritated, and sensitive skin. Its formula helps rebuild the skin barrier and provides long-lasting hydration. Apply daily after showering or whenever skin feels dry and tight.","Pros: Excellent moisturizing and soothing. Cons: May feel slightly sticky. (AI-generated review summary, individual results may vary.)","Pros: Excellent moisturizing and soothing. Cons: May feel slightly sticky. (AI-generated review summary, individual results may vary.)",olive_young|chicor,budget:moderate,,
e6e7141a-7972-50d6-a543-3fc38f20c425,prod-mediheal-madecassoside-cream,메디힐 마데카소사이드 크림,Mediheal Madecassoside Cream,sensitive|dry|combination|normal,0.9,sensitive|combination|normal,redness|dryness,0.85,redness|acne,"This cream, enriched with madecassoside, effectively soothes sensitive and dry skin. It absorbs smoothly without any stickiness, leaving a refreshing finish. Use it every morning and night for best results.","This cream, enriched with madecassoside, effectively soothes sensitive and dry skin. It absorbs smoothly without any stickiness, leaving a refreshing finish. Use it every morning and night for best results.","Many reviewers praise its soothing effect, but some find the hydration lacking. It is generally considered gentle on sensitive skin. (AI Review Summary)","Many reviewers praise its soothing effect, but some find the hydration lacking. It is generally considered gentle on sensitive skin. (AI Review Summary)",olive_young,budget:budget,,
a2bd2f6e-3d66-519d-bf06-462dcdd64a72,prod-primera-alpine-berry-watery-cream,프리메라 알파인 베리 워터리 크림,Primera Alpine Berry Watery Cream,dry|combination|sensitive|normal,0.9,oily|combination|normal,dryness|redness|dullness,0.85,pores|dullness,"This watery cream, infused with Alpine Berry extracts, delivers intense hydration and revitalizes the skin. Its lightweight formula absorbs quickly for a refreshing finish, perfect for daily moisturizing.","This watery cream, infused with Alpine Berry extracts, delivers intense hydration and revitalizes the skin. Its lightweight formula absorbs quickly for a refreshing finish, perfect for daily moisturizing.","Popular for its hydration and refreshing feel. However, some users with dry skin found it not moisturizing enough. (AI Review Summary)","Popular for its hydration and refreshing feel. However, some users with dry skin found it not moisturizing enough. (AI Review Summary)",chicor|brand_store,budget:premium,,
f545fdf6-0fff-570b-b4ab-4f0cb9a697fa,prod-neogen-real-cica-pad,네오젠 리얼 시카패드,NEOGEN Real Cica Pad,sensitive|oily|combination|normal,0.9,sensitive|oily|combination,acne|redness|pores|dullness,0.85,redness|acne,NEOGEN Real Cica Pad soothes irritated skin and delivers deep hydration for a healthy complexion. Use the embossed side for gentle exfoliation and the smooth side for calming hydration. Perfect as the first step in your daily skincare routine.,NEOGEN Real Cica Pad soothes irritated skin and delivers deep hydration for a healthy complexion. Use the embossed side for gentle exfoliation and the smooth side for calming hydration. Perfect as the first step in your daily skincare routine.,"Users praise its soothing effect, but the fragrance may not be for everyone. (AI-generated review summary)","Users praise its soothing effect, but the fragrance may not be for everyone. (AI-generated review summary)",olive_young,budget:budget,,
e16eb748-c12c-5c98-9d1d-aad163ef1147,prod-by-wishtrend-pro-biome-balance-cream,바이위시트렌드 프로바이옴 밸런스 크림,By Wishtrend Pro-Biome Balance Cream,dry|sensitive|combination|normal,0.85,sensitive|dry|normal,redness|dryness|uneven_tone,0.75,redness|dryness,"This pro-biome cream balances your skin, strengthening the skin barrier and providing long-lasting hydration. Use daily, morning and night, to soothe and moisturize your skin.","This pro-biome cream balances your skin, strengthening the skin barrier and providing long-lasting hydration. Use daily, morning and night, to soothe and moisturize your skin.","Effective for strengthening the skin barrier and moisturizing. However, some users may find the scent polarizing. (AI Review Summary)","Effective for strengthening the skin barrier and moisturizing. However, some users may find the scent polarizing. (AI Review Summary)",olive_young,budget:moderate,,
fb9b17ff-048a-549a-a8ad-a84f5d9fc561,prod-ohui-age-recovery-cream,오휘 에이지 리커버리 크림,O HUI Age Recovery Cream,dry|normal|combination,0.8,dry|normal,wrinkles|dryness|dullness,0.85,wrinkles|dullness|dark_spots,"O HUI Age Recovery Cream boosts skin elasticity by replenishing collagen and delivers intense hydration for a radiant complexion. Gently apply and absorb at the last step of your skincare routine, morning and night.","O HUI Age Recovery Cream boosts skin elasticity by replenishing collagen and delivers intense hydration for a radiant complexion. Gently apply and absorb at the last step of your skincare routine, morning and night.","Users praise its elasticity improvement and moisturizing effect. However, the price point is a con. (AI-generated review summary)","Users praise its elasticity improvement and moisturizing effect. However, the price point is a con. (AI-generated review summary)",department_store|chicor,budget:luxury,,
9cfb8e3f-24cc-5349-b66b-125c9c55dda6,prod-missha-time-revolution-night-repair-ampoule-cream-5x,미샤 타임 레볼루션 나이트 리페어 크림,MISSHA Time Revolution Night Repair Cream,dry|normal|combination,0.8,dry|normal|combination,wrinkles|dryness|dullness|uneven_tone,0.75,wrinkles|dullness,MISSHA Time Revolution Night Repair Cream works overnight to fortify the skin barrier and improve damaged skin. Experience deeply moisturized and radiant skin by morning. Use as the final step in your evening skincare routine for optimal results.,MISSHA Time Revolution Night Repair Cream works overnight to fortify the skin barrier and improve damaged skin. Experience deeply moisturized and radiant skin by morning. Use as the final step in your evening skincare routine for optimal results.,"Effective for strengthening skin barrier and moisturizing. However, those with sensitive skin should check the ingredients. (AI-generated review summary)","Effective for strengthening skin barrier and moisturizing. However, those with sensitive skin should check the ingredients. (AI-generated review summary)",olive_young|chicor,budget:moderate,,
a01a0f69-4455-54e9-9bf7-e0fcc47eed62,prod-dalba-white-truffle-return-oil-cream,달바 화이트 트러플 파밍 크림,dalba White Truffle Farming Cream,dry|normal|combination,0.85,dry|normal|combination,dryness|dullness|wrinkles,0.75,wrinkles|dryness|dullness,"dalba White Truffle Farming Cream deeply moisturizes and nourishes skin with Italian white truffle and botanical oils, promoting a healthy complexion. Its non-sticky formula absorbs smoothly, making it suitable for all skin types and helping to strengthen the skin barrier.","dalba White Truffle Farming Cream deeply moisturizes and nourishes skin with Italian white truffle and botanical oils, promoting a healthy complexion. Its non-sticky formula absorbs smoothly, making it suitable for all skin types and helping to strengthen the skin barrier.","Many users praise this cream for its moisturizing and glow-boosting effect, thanks to the white truffle oil. However, some may find the scent polarizing. (AI Review Summary)","Many users praise this cream for its moisturizing and glow-boosting effect, thanks to the white truffle oil. However, some may find the scent polarizing. (AI Review Summary)",olive_young|chicor,budget:premium,,
69fa8a18-2949-56d9-b5c0-f4d2f7eda29b,prod-cosrx-advanced-snail-96-mucin-power-essence,코스알엑스 어드밴스드 스네일 96 뮤신 파워 에센스,COSRX Advanced Snail 96 Mucin Power Essence,dry|oily|combination|sensitive|normal,0.9,dry|combination|normal|sensitive|oily,dryness|redness|dullness|uneven_tone,0.85,dryness|dullness|wrinkles,"This essence, formulated with 96% snail secretion filtrate, delivers intense hydration and nourishment. It absorbs quickly without feeling sticky, promoting skin barrier repair and improved texture. Use after toner for optimal results.","This essence, formulated with 96% snail secretion filtrate, delivers intense hydration and nourishment. It absorbs quickly without feeling sticky, promoting skin barrier repair and improved texture. Use after toner for optimal results.","Users love the hydrating and nourishing effects of the snail mucin. However, some find the texture slightly sticky. This might not be ideal for those who prefer lightweight formulas. *AI-generated review summary.","Users love the hydrating and nourishing effects of the snail mucin. However, some find the texture slightly sticky. This might not be ideal for those who prefer lightweight formulas. *AI-generated review summary.",olive_young|chicor,budget:moderate,,
8a7fcbd1-cb71-593d-b17e-a339930a944a,prod-torriden-dive-in-low-molecular-hyaluronic-acid-serum,토리든 다이브인 저분자 히알루론산 세럼,Torriden Dive-In Low Molecular Hyaluronic Acid Serum,dry|oily|combination|sensitive|normal,0.95,dry|sensitive|normal|combination|oily,dryness|redness,0.85,dryness|dullness,"Dive deep into hydration with Torriden Dive-In Serum! This serum, formulated with low-molecular hyaluronic acid, provides intense moisture. Its lightweight texture makes it suitable for all skin types, perfect for daily hydration.","Dive deep into hydration with Torriden Dive-In Serum! This serum, formulated with low-molecular hyaluronic acid, provides intense moisture. Its lightweight texture makes it suitable for all skin types, perfect for daily hydration.","Praised for its refreshing hydration! While absorption is great, some users with dry skin find the hydration lacking. *This is an AI-generated review summary.","Praised for its refreshing hydration! While absorption is great, some users with dry skin find the hydration lacking. *This is an AI-generated review summary.",olive_young|chicor,budget:budget,,
cb82b581-4028-5149-b09a-cdef3b0d6362,prod-beauty-of-joseon-glow-serum-rice-alpha-arbutin,뷰티오브조선 맑은쌀 맑은 세럼,Beauty of Joseon Glow Deep Serum Rice + Arbutin,normal|combination|dry|sensitive,0.85,normal|combination|dry|oily,dullness|dark_spots|uneven_tone|dryness,0.8,dark_spots|dullness|uneven_tone,Brighten and even your skin tone with this serum formulated with rice bran water and arbutin. Experience a healthy glow with deep hydration that illuminates from within.,Brighten and even your skin tone with this serum formulated with rice bran water and arbutin. Experience a healthy glow with deep hydration that illuminates from within.,"Users report improved skin tone and radiance. However, those with sensitive skin should check the ingredients. *AI-generated review summary.","Users report improved skin tone and radiance. However, those with sensitive skin should check the ingredients. *AI-generated review summary.",olive_young,budget:budget,,
8e538ee5-8d47-52c3-88af-a0ce2ede6a10,prod-anua-heartleaf-77-soothing-toner,아누아 어성초 77 수딩 토너,Anua Heartleaf 77% Soothing Toner,sensitive|oily|combination|normal,0.95,oily|combination|sensitive,redness|acne|pores|dryness,0.9,redness|acne|pores,"Anua Heartleaf 77% Soothing Toner is formulated with 77% heartleaf extract to calm sensitive and irritated skin. This lightweight, watery toner provides refreshing hydration and helps improve skin texture without leaving a sticky residue. Perfect for daily use.","Anua Heartleaf 77% Soothing Toner is formulated with 77% heartleaf extract to calm sensitive and irritated skin. This lightweight, watery toner provides refreshing hydration and helps improve skin texture without leaving a sticky residue. Perfect for daily use.","Users praise its soothing effect, but some find the hydration lacking. Generally well-received for its gentle formula suitable for sensitive skin. (AI Review Summary)","Users praise its soothing effect, but some find the hydration lacking. Generally well-received for its gentle formula suitable for sensitive skin. (AI Review Summary)",olive_young,budget:budget,,
79bc0673-caa2-52b7-b973-aaf5e58ab52e,prod-missha-time-revolution-the-first-treatment-essence-rx,미샤 타임 레볼루션 더 퍼스트 트리트먼트 에센스 RX,MISSHA Time Revolution The First Treatment Essence RX,dry|combination|sensitive|normal,0.9,dry|normal|combination|oily,wrinkles|dryness|dullness|uneven_tone,0.85,dullness|wrinkles|uneven_tone,"MISSHA's bestseller! This essence refines skin texture with fermented yeast extract, creating a clear and radiant complexion. Use it as the first step after cleansing to boost the absorption of subsequent skincare.","MISSHA's bestseller! This essence refines skin texture with fermented yeast extract, creating a clear and radiant complexion. Use it as the first step after cleansing to boost the absorption of subsequent skincare.","Generally positive reviews for improving skin texture and hydration. However, scent preferences vary. (AI-generated review summary, individual results may vary)","Generally positive reviews for improving skin texture and hydration. However, scent preferences vary. (AI-generated review summary, individual results may vary)",olive_young|chicor,budget:moderate,,
adc60b39-06bf-5d83-a15c-b5331fab1be9,prod-innisfree-green-tea-seed-serum,이니스프리 그린티 씨드 세럼,Innisfree Green Tea Seed Serum,dry|combination|normal,0.9,dry|combination|normal,dryness|dullness,0.8,dryness|dullness,"Infused with Jeju green tea extract, the Innisfree Green Tea Seed Serum delivers deep hydration. Use as the first step after cleansing to replenish moisture. Its lightweight formula absorbs quickly, making it ideal for all skin types.","Infused with Jeju green tea extract, the Innisfree Green Tea Seed Serum delivers deep hydration. Use as the first step after cleansing to replenish moisture. Its lightweight formula absorbs quickly, making it ideal for all skin types.","Popular for its hydrating and refreshing feel! However, may not be moisturizing enough for very dry skin. This is an AI-generated review summary.","Popular for its hydrating and refreshing feel! However, may not be moisturizing enough for very dry skin. This is an AI-generated review summary.",olive_young|innisfree_store,budget:moderate,,
abfb1cc8-e306-5ed5-9dcb-c7f13bfc20c0,prod-sulwhasoo-first-care-activating-serum-ex,설화수 윤조에센스 EX,Sulwhasoo First Care Activating Serum EX,dry|combination|normal|sensitive,0.9,dry|normal|combination|sensitive,dryness|dullness|uneven_tone,0.85,wrinkles|dullness|uneven_tone,"Sulwhasoo First Care Activating Serum EX strengthens the skin barrier and boosts the absorption of subsequent skincare. Use it as the first step after cleansing for radiant, healthy-looking skin.","Sulwhasoo First Care Activating Serum EX strengthens the skin barrier and boosts the absorption of subsequent skincare. Use it as the first step after cleansing for radiant, healthy-looking skin.",Generally praised for improving skin texture and absorption of other products. Some note the higher price point. (AI-generated review summary),Generally praised for improving skin texture and absorption of other products. Some note the higher price point. (AI-generated review summary),department_store|chicor,budget:luxury,,
