id,source_id,name_ko,name_en,is_approved,review_notes
0b44538b-2f3a-50b5-81d8-06365f78e6f3,isa-knox,이자녹스,ISA KNOX,TRUE,
f106ebb7-829b-5f3c-aeab-009f3848532a,isoi,아이소이,isoi,TRUE,
e002e59c-846f-5824-aa3f-50d2ee7e3ad8,jm-solution,제이엠솔루션,JM Solution,TRUE,
5074e97b-f0ed-5e6b-97e7-4815119c0700,jung-saem-mool,정샘물,Jung Saem Mool,TRUE,
877014cb-5b13-5bfc-8d77-33ba7f891ad6,kundal,쿤달,Kundal,TRUE,
62c6b70b-3dc3-5288-ada0-4f9eac0aa326,lador,라도어,La'dor,TRUE,
cdecac6e-6a52-5ae2-b10b-9a7b57ecc455,laneige,라네즈,Laneige,TRUE,
fc96832d-da97-5136-b4d0-fbab7a82fa82,lilybyred,릴리바이레드,Lilybyred,TRUE,
3f23ed27-be29-5f10-a74a-c9946a2b9841,mamonde,마몽드,Mamonde,TRUE,
4a8da0fb-4a34-5499-9eae-d18cea9d9510,manyo,마녀공장,ma:nyo,TRUE,
03752259-e005-5bb5-b5da-48b7e21d7736,mediheal,메디힐,Mediheal,TRUE,
d3cb6159-0dca-5326-9048-1de612022f3b,mise-en-scene,미장센,Mise en Scène,TRUE,
e4a9ac08-7641-507c-844e-777ba8ebe91c,missha,미샤,MISSHA,TRUE,
b43e33ea-6d40-55d2-b2d8-583a2e48c0bf,moremo,모레모,Moremo,TRUE,
0f716561-2b32-53b3-8e7b-aa03a2acd234,neogen,네오젠,NEOGEN,TRUE,
cfd7a82e-2cd4-50b9-9abb-49b8b8d7efb6,numbuzin,넘버즈인,numbuzin,TRUE,
10e218b1-d9a6-5557-a563-f5fd89b945da,ohui,오휘,O HUI,TRUE,
e5d60da5-ea2c-506b-9fb8-09f476c6c41d,one-thing,원씽,ONE THING,TRUE,
391e6291-34e3-5398-9847-1bc3bf18c7ee,papa-recipe,파파레서피,Papa Recipe,TRUE,
0e513a51-9424-50cc-928c-eeca8ad50291,peripera,페리페라,Peripera,TRUE,
8803aaff-56f7-5c83-a5f6-3c8304eccf20,primera,프리메라,Primera,TRUE,
e006398a-8f45-5b09-b1b0-c3739c7f32c9,real-barrier,리얼배리어,Real Barrier,TRUE,
20daf081-a0ce-57c7-95e5-1904f2ea65a6,romand,롬앤,rom&nd,TRUE,
5d513efb-cb2e-5921-ab90-5aaae28f22fd,round-lab,라운드랩,Round Lab,TRUE,
a6bd971f-28ba-50c1-a7e5-37257109eb73,ryo,려,Ryo,TRUE,
0e2d708d-5771-55c1-b566-1a9856194fb0,skin1004,스킨1004,SKIN1004,TRUE,
9be50772-f6f5-5794-ac15-b736abb36448,skinfood,스킨푸드,Skinfood,TRUE,
539bce87-ff77-58b6-af09-a58036ed0f1c,some-by-mi,썸바이미,Some By Mi,TRUE,
bb2680ce-040b-52e5-bead-24ea4ef656f4,son-and-park,손앤박,Son & Park,TRUE,
2c91919e-5bfd-57e9-8cf8-2ebbbdfac205,sulwhasoo,설화수,Sulwhasoo,TRUE,
4296e2a1-7c29-53ac-8f60-29c4d4d8ad5d,tamburins,탬버린즈,Tamburins,TRUE,
976b48de-4429-5da4-9958-befb74ddaa42,the-face-shop,더페이스샵,The Face Shop,TRUE,
684ba681-4074-5066-8308-6a1a03a6c64a,the-history-of-whoo,더후,The History of Whoo,TRUE,
cbc54adc-24aa-57b2-b507-ed7763b01195,the-saem,더샘,THE SAEM,TRUE,
b5355d4e-c43d-515e-a470-012e625a1190,tonymoly,토니모리,TONYMOLY,TRUE,
ab40270c-9fef-54f7-9b68-2ccb552e3ea3,too-cool-for-school,투쿨포스쿨,too cool for school,TRUE,
293e8f32-f2af-511a-b046-b97198a6bc9a,torriden,토리든,Torriden,TRUE,
3ab4c960-517e-5555-be77-d411d21db1b6,vt,브이티,VT,TRUE,
b75c8f63-459f-512b-93a1-b5e3c50d8bb5,wakemake,웨이크메이크,WAKEMAKE,TRUE,
