id,source_id,name_ko,name_en,clinic_type,district,address_ko,phone,english_support,description_ko,description_en,is_approved,review_notes
3b3a1508-219c-52c0-97f0-fdfea4959ade,2112182458,청담밴스의원,Cheongdam Banhs Clinic,dermatology,gangnam,서울 강남구 선릉로 822,02-6956-0606,none,"Cheongdam Banhs Clinic offers customized solutions for all your skincare concerns. We provide meticulous treatments and a comfortable environment, ensuring a satisfying experience for international visitors.","Cheongdam Banhs Clinic offers customized solutions for all your skincare concerns. We provide meticulous treatments and a comfortable environment, ensuring a satisfying experience for international visitors.",TRUE,
de5ca2fb-4245-54cc-91a7-f5008d01a5a3,898044905,원셀의원,Won Cell Clinic,dermatology,gangnam,서울 강남구 선릉로 646,02-515-1114,none,"Won Cell Clinic specializes in skin rejuvenation and anti-aging treatments. We offer personalized consultations and a comfortable environment for international visitors, ensuring a satisfying experience.","Won Cell Clinic specializes in skin rejuvenation and anti-aging treatments. We offer personalized consultations and a comfortable environment for international visitors, ensuring a satisfying experience.",TRUE,
ea9b7174-723f-53b5-afcc-ea9033ca75a7,988051453,셀앤의원,Cell & Clinic,dermatology,gangnam,서울 강남구 언주로 735,02-516-2025,none,"Cell & Clinic offers specialized dermatological care, including customized consultations and treatments for international clients. Experience optimal skin rejuvenation in a comfortable and safe environment.","Cell & Clinic offers specialized dermatological care, including customized consultations and treatments for international clients. Experience optimal skin rejuvenation in a comfortable and safe environment.",TRUE,
4c95d082-1b00-5afb-a049-94dd7a13aef6,13596645,리젠의원,Reagen Clinic,dermatology,gangnam,서울 강남구 강남대로 528,02-6952-8658,none,"Reagen Clinic specializes in tailored skincare treatments within a comfortable environment. We offer expert consultations and dedicated services for international patients, ensuring optimal satisfaction.","Reagen Clinic specializes in tailored skincare treatments within a comfortable environment. We offer expert consultations and dedicated services for international patients, ensuring optimal satisfaction.",TRUE,
09652c57-06f8-5a7b-803c-47c195574c51,10660705,연세라인업의원,Yonsei Line Up Clinic,dermatology,gangnam,서울 강남구 테헤란로 222,02-553-8070,none,Yonsei Line Up Clinic offers meticulous procedures and a comfortable environment for international clients. Rediscover your beauty with our customized aesthetic treatments and skincare solutions.,Yonsei Line Up Clinic offers meticulous procedures and a comfortable environment for international clients. Rediscover your beauty with our customized aesthetic treatments and skincare solutions.,TRUE,
e87d65ad-53ae-55c0-a9ed-fe6bc0f8d708,26425355,갤러리의원,Gallery Clinic,dermatology,gangnam,서울 강남구 선릉로 427,02-553-7975,none,"Gallery Clinic offers personalized treatments and a comfortable environment, providing the best possible experience for international patients. From addressing skin concerns to enhancing your natural beauty, experience a remarkable transformation at Gallery Clinic.","Gallery Clinic offers personalized treatments and a comfortable environment, providing the best possible experience for international patients. From addressing skin concerns to enhancing your natural beauty, experience a remarkable transformation at Gallery Clinic.",TRUE,
6e356ee6-b85c-5299-8f42-17870312554d,1730388987,더힐피부과의원 신사본점,The Hill Clinic Sinsa Main Branch,dermatology,gangnam,서울 강남구 강남대로 652,02-541-9790,none,The Hill Clinic Sinsa Main Branch specializes in personalized skincare treatments and precise diagnoses to enhance your natural beauty. We offer a comfortable and supportive environment for international patients seeking to address their skin concerns.,The Hill Clinic Sinsa Main Branch specializes in personalized skincare treatments and precise diagnoses to enhance your natural beauty. We offer a comfortable and supportive environment for international patients seeking to address their skin concerns.,TRUE,
2a918cba-6d14-5d2b-8e4c-9862c2199f64,13507755,닥터홈즈의원,Dr. Holmes Clinic,dermatology,gangnam,서울 강남구 강남대로152길 45,02-1661-1077,none,Dr. Holmes Clinic specializes in customized skincare treatments and consultations tailored for international clients. Experience exceptional results in a comfortable and professional environment.,Dr. Holmes Clinic specializes in customized skincare treatments and consultations tailored for international clients. Experience exceptional results in a comfortable and professional environment.,TRUE,
c84cb369-70e0-539c-bd6a-183729766180,240833036,시아의원,SIA Clinic,dermatology,gangnam,서울 강남구 강남대로 488,02-512-7117,none,"SIA Clinic is known for its meticulous care and comfortable atmosphere, making it a popular choice for international visitors. We offer personalized beauty solutions alongside tailored treatments to address your specific skin concerns.","SIA Clinic is known for its meticulous care and comfortable atmosphere, making it a popular choice for international visitors. We offer personalized beauty solutions alongside tailored treatments to address your specific skin concerns.",TRUE,
810d44eb-4897-5134-b31c-fdb029423325,315338207,청담이엘피부과의원,Cheongdam EL Clinic,dermatology,gangnam,서울 강남구 도산대로 417,02-511-0506,none,Cheongdam EL Clinic offers meticulous skin analysis and personalized treatments. Foreign visitors can expect a comfortable environment and high-quality medical services.,Cheongdam EL Clinic offers meticulous skin analysis and personalized treatments. Foreign visitors can expect a comfortable environment and high-quality medical services.,TRUE,
72f2b0a7-c039-5d88-84d2-33e6b0fb5b2d,107456476,예젤의원,Yezel Clinic,dermatology,gangnam,서울 강남구 언주로 538,02-515-7409,none,"Yezel Clinic offers personalized treatments and a comfortable environment for international patients. From addressing skin concerns to delivering meticulous procedures, discover your beauty at Yezel Clinic.","Yezel Clinic offers personalized treatments and a comfortable environment for international patients. From addressing skin concerns to delivering meticulous procedures, discover your beauty at Yezel Clinic.",TRUE,
b50c28d5-9efe-54da-b2be-3742fdec9d0a,1148882458,제이필의원,Jfeel Clinic,dermatology,gangnam,서울 강남구 강남대로 438,02-533-0060,none,"Jfeel Clinic is known for its meticulous treatments and welcoming atmosphere, making it a favorite among international visitors. We offer comprehensive beauty solutions, from addressing skin concerns to personalized aesthetic procedures.","Jfeel Clinic is known for its meticulous treatments and welcoming atmosphere, making it a favorite among international visitors. We offer comprehensive beauty solutions, from addressing skin concerns to personalized aesthetic procedures.",TRUE,
b28594c4-db6c-5e53-9f19-cb8f47537796,1538525173,예쁨주의쁨의원 신논현점,Yeppeumjueuibeum Clinic Sinnonhyeon Branch,dermatology,gangnam,서울 강남구 강남대로 470,02-593-3344,none,Yeppeumjueuibeum Clinic Sinnonhyeon Branch offers customized treatments in a relaxing atmosphere. We provide friendly consultations and services for international patients.,Yeppeumjueuibeum Clinic Sinnonhyeon Branch offers customized treatments in a relaxing atmosphere. We provide friendly consultations and services for international patients.,TRUE,
7105626b-7aec-5f15-bc43-c31a161bee8f,7786069,메이드유의원 강남본점,Made U Clinic Gangnam Main Branch,dermatology,gangnam,서울 강남구 강남대로 516,02-547-4711,none,"Made U Clinic's Gangnam Main Branch is popular among international visitors, offering personalized treatments and a comfortable environment. They specialize in various beauty solutions, including skin and petite procedures, providing high-quality medical services.","Made U Clinic's Gangnam Main Branch is popular among international visitors, offering personalized treatments and a comfortable environment. They specialize in various beauty solutions, including skin and petite procedures, providing high-quality medical services.",TRUE,
d40fb323-5529-5c89-b6cd-611b3d4d9079,1313768854,V&MJ피부과의원,V&MJ Dermatology Clinic,dermatology,gangnam,서울 강남구 도산대로 303,02-540-8300,none,V&MJ Dermatology Clinic offers customized skincare treatments and procedures tailored for international patients. Experience expert care from skilled professionals in a comfortable environment.,V&MJ Dermatology Clinic offers customized skincare treatments and procedures tailored for international patients. Experience expert care from skilled professionals in a comfortable environment.,TRUE,
1334f6fd-adc6-5e86-9512-40201fb7e366,14750768,눈피부과의원,Noon Skin Clinic,dermatology,gangnam,서울 강남구 도산대로27길 33,0502-5551-2075,none,Noon Skin Clinic specializes in personalized solutions for delicate skin concerns. Foreign visitors can expect a comfortable environment and high-quality medical services.,Noon Skin Clinic specializes in personalized solutions for delicate skin concerns. Foreign visitors can expect a comfortable environment and high-quality medical services.,TRUE,
3a0e6ec6-03b2-5704-90bc-06dcfda16d5c,27175976,뮤즈클리닉 강남점 본관,Muse Clinic Gangnam Main Branch,dermatology,gangnam,서울 강남구 강남대로 452,1544-2994,none,"Muse Clinic Gangnam Main Branch offers customized beauty solutions for international visitors. From advanced skincare treatments to personalized consultations, we ensure a comfortable and satisfying experience.","Muse Clinic Gangnam Main Branch offers customized beauty solutions for international visitors. From advanced skincare treatments to personalized consultations, we ensure a comfortable and satisfying experience.",TRUE,
dec35eee-03d0-5b5b-9cf5-7b4caf96e0a6,893033235,오엘의원,OEUI Clinic,dermatology,gangnam,서울 강남구 학동로6길 53,02-2135-7315,none,"OEUI Clinic specializes in tailored cosmetic procedures with a focus on patient comfort. We cater to international clients, offering personalized consultations and treatments to enhance your natural beauty.","OEUI Clinic specializes in tailored cosmetic procedures with a focus on patient comfort. We cater to international clients, offering personalized consultations and treatments to enhance your natural beauty.",TRUE,
35c31930-1fc8-55ff-9c32-03201c17d92d,11358904,바노바기피부과의원,Banobagi Dermatology Clinic,dermatology,gangnam,서울 강남구 봉은사로 219,02-3288-3322,none,Banobagi Dermatology Clinic offers tailored consultations and treatments for international clients. We focus on addressing your skin concerns while providing a comfortable and satisfying experience.,Banobagi Dermatology Clinic offers tailored consultations and treatments for international clients. We focus on addressing your skin concerns while providing a comfortable and satisfying experience.,TRUE,
ee5e975f-3aec-503c-8b5a-53dc1e2d6c84,1372473764,디에이피부과의원 도산,D.A. Clinic Dosan Branch,dermatology,gangnam,서울 강남구 도산대로51길 27,02-512-3300,none,D.A. Clinic Dosan Branch offers customized consultations and treatments for international clients. We focus on addressing your skin concerns and providing a comfortable and satisfying experience.,D.A. Clinic Dosan Branch offers customized consultations and treatments for international clients. We focus on addressing your skin concerns and providing a comfortable and satisfying experience.,TRUE,
c63a56c4-a03d-50ab-bbe9-90a855b02536,16055095,휴피부과의원,Hue Dermatology Clinic,dermatology,gangnam,서울 강남구 학동로 433,02-545-8889,none,"Hue Dermatology Clinic offers specialized skincare services tailored for international patients. Experience personalized treatments and thorough consultations for healthy, radiant skin. We strive to provide the best medical care in a comfortable environment.","Hue Dermatology Clinic offers specialized skincare services tailored for international patients. Experience personalized treatments and thorough consultations for healthy, radiant skin. We strive to provide the best medical care in a comfortable environment.",TRUE,
f1d51907-f6e2-5acf-a6de-8aa1374af32e,1636530834,포레피부과의원,Fore Dermatology Clinic,dermatology,gangnam,서울 강남구 선릉로153길 12,02-2294-4888,none,"Fore Dermatology Clinic provides consultations and customized treatments for various skin concerns, catering to international patients. Experience professional care from skilled medical staff in a comfortable environment.","Fore Dermatology Clinic provides consultations and customized treatments for various skin concerns, catering to international patients. Experience professional care from skilled medical staff in a comfortable environment.",TRUE,
150d641c-ac2e-5c14-8eb8-51195c46d6d9,22301818,아이디피부과,ID Hospital Dermatology,dermatology,gangnam,서울 강남구 도산대로12길 13,02-543-7114,none,"ID Hospital Dermatology offers optimized skincare services for international patients with expert medical staff and advanced equipment. We provide comfortable and satisfactory experiences, focusing on resolving your skin concerns.","ID Hospital Dermatology offers optimized skincare services for international patients with expert medical staff and advanced equipment. We provide comfortable and satisfactory experiences, focusing on resolving your skin concerns.",TRUE,
9d7f92c3-c13d-5985-b8db-f56544b9b880,1948426134,하이즈앳의원 본관,Hizeat Clinic Main Building,dermatology,gangnam,서울 강남구 도산대로55길 36,02-512-1002,none,Hizeat Clinic Main Building offers tailored consultations and treatments for international patients. We strive to provide a comfortable and satisfying experience while addressing your specific skincare concerns.,Hizeat Clinic Main Building offers tailored consultations and treatments for international patients. We strive to provide a comfortable and satisfying experience while addressing your specific skincare concerns.,TRUE,
97d1c70a-b2ed-5e88-b303-224360c1e835,2109133,닥터이레이저피부과의원,Dr. Eraser Dermatology Clinic,dermatology,gangnam,서울 강남구 선릉로 830,02-543-2202,none,"Dr. Eraser Dermatology Clinic offers tailored consultations and treatments for various skin concerns, catering to international patients. Experience professional skincare services in a comfortable environment.","Dr. Eraser Dermatology Clinic offers tailored consultations and treatments for various skin concerns, catering to international patients. Experience professional skincare services in a comfortable environment.",TRUE,
c8fe6bc4-3c06-5b3b-a307-518507a82bd5,11687292,CNP차앤박피부과 명동점,CNP Cha & Park Dermatology Myeongdong Branch,dermatology,myeongdong,서울 중구 퇴계로 141-7,02-777-2488,none,CNP Cha & Park Dermatology Myeongdong Branch offers specialized skincare consultations and customized treatments for international visitors. Experience optimal results in a comfortable setting.,CNP Cha & Park Dermatology Myeongdong Branch offers specialized skincare consultations and customized treatments for international visitors. Experience optimal results in a comfortable setting.,TRUE,
6e9dd309-2bbb-59ed-8580-e2c079d0f7c1,1965942126,밴스의원 명동,Banse Clinic Myeongdong,dermatology,myeongdong,서울 중구 남대문로 90,02-6956-5516,none,Banse Clinic Myeongdong specializes in customized skincare and treatments tailored for international clients. Experience professional service from skilled practitioners in a comfortable environment.,Banse Clinic Myeongdong specializes in customized skincare and treatments tailored for international clients. Experience professional service from skilled practitioners in a comfortable environment.,TRUE,
49f35b44-05df-5ba0-9691-c6b62dde0f05,13511327,루비의원,Ruby Clinic,dermatology,myeongdong,서울 중구 명동길 65,02-774-8575,none,"Ruby Clinic provides tailored aesthetic treatments for international clients. From consultations to procedures, experience comfortable and effective beauty solutions designed for you.","Ruby Clinic provides tailored aesthetic treatments for international clients. From consultations to procedures, experience comfortable and effective beauty solutions designed for you.",TRUE,
3a9fcf02-8ad1-52e1-8303-661c365bf8fa,1520072370,쁨글로벌의원 명동점,Ppeum Global Clinic Myeongdong Branch,dermatology,myeongdong,서울 중구 남대문로 84,02-752-8887,none,Ppeum Global Clinic Myeongdong Branch specializes in customized skincare treatments and consultations for international visitors. Experience top-tier medical services in a comfortable and welcoming environment.,Ppeum Global Clinic Myeongdong Branch specializes in customized skincare treatments and consultations for international visitors. Experience top-tier medical services in a comfortable and welcoming environment.,TRUE,
13d80fce-9e4d-520e-9fbd-4dc0e4eaf14c,13505730,한피부과의원,Han Skin Clinic,dermatology,myeongdong,서울 중구 명동길 26,02-776-3518,none,"Han Skin Clinic specializes in tailored treatments and attentive care to ensure patient satisfaction. We offer personalized consultations and a comfortable environment for international visitors, helping you address your skin concerns effectively.","Han Skin Clinic specializes in tailored treatments and attentive care to ensure patient satisfaction. We offer personalized consultations and a comfortable environment for international visitors, helping you address your skin concerns effectively.",TRUE,
2f6abbb8-855e-58e4-82ab-35302f246f57,1160262893,유앤아이의원 명동점,U&I Clinic Myeongdong Branch,dermatology,myeongdong,서울 중구 남대문로 78,02-6956-6021,none,U&I Clinic Myeongdong Branch specializes in customized skincare treatments and consultations for international clients. Experience top-tier Korean skincare in a comfortable and private setting.,U&I Clinic Myeongdong Branch specializes in customized skincare treatments and consultations for international clients. Experience top-tier Korean skincare in a comfortable and private setting.,TRUE,
955c505f-442a-5d9f-9cae-94fc3aa33e55,1979961950,써밋의원 광화문점,Summit Clinic Gwanghwamun Branch,dermatology,myeongdong,서울 중구 세종대로22길 12,02-739-0119,none,"Summit Clinic Gwanghwamun Branch specializes in customized skincare and treatments for international visitors. Experience professional medical care in a comfortable setting and rediscover healthy, radiant skin.","Summit Clinic Gwanghwamun Branch specializes in customized skincare and treatments for international visitors. Experience professional medical care in a comfortable setting and rediscover healthy, radiant skin.",TRUE,
cd7598f1-ca28-5f1e-a358-86308109d6d5,2124980934,뮤즈의원 명동점,Muse Clinic Myeongdong Branch,dermatology,myeongdong,서울 중구 퇴계로 97,02-754-5599,none,Muse Clinic Myeongdong Branch offers customized skincare treatments and a comfortable experience for international visitors. Our skilled medical professionals use only authentic equipment and products to deliver safe and effective beauty solutions.,Muse Clinic Myeongdong Branch offers customized skincare treatments and a comfortable experience for international visitors. Our skilled medical professionals use only authentic equipment and products to deliver safe and effective beauty solutions.,TRUE,
aa898e37-6b67-5484-87f0-77b87ac5702a,1751898314,우미의원,Umi Clinic,dermatology,myeongdong,서울 중구 명동7길 13,02-778-0188,none,Umi Clinic specializes in personalized skincare treatments and detailed consultations for optimal results. We offer a comfortable environment and English consultations for international clients.,Umi Clinic specializes in personalized skincare treatments and detailed consultations for optimal results. We offer a comfortable environment and English consultations for international clients.,TRUE,
42f56377-4f0b-5c0c-96a5-e5a126014842,194543534,밴스의원 명동2호점,Vance Clinic Myeongdong Branch 2,dermatology,myeongdong,서울 중구 퇴계로 109,02-6956-5113,none,Vance Clinic Myeongdong Branch 2 specializes in personalized skincare treatments and procedures for international clients. Experience professional consultations and satisfying results in a comfortable setting.,Vance Clinic Myeongdong Branch 2 specializes in personalized skincare treatments and procedures for international clients. Experience professional consultations and satisfying results in a comfortable setting.,TRUE,
e3d530a1-d775-5d13-bacf-a2d399ecc938,1352463832,톡스앤필의원 명동점,Toxnfill Clinic Myeongdong Branch,dermatology,myeongdong,서울 중구 남대문로 84,02-318-5113,none,Toxnfill Clinic Myeongdong Branch specializes in aesthetic treatments tailored for international visitors. Experience a variety of affordable procedures and skincare services.,Toxnfill Clinic Myeongdong Branch specializes in aesthetic treatments tailored for international visitors. Experience a variety of affordable procedures and skincare services.,TRUE,
4ed6119f-0291-5bcc-beec-7c997a3856d5,8403528,클래식피부과의원 classic clinic,Classic Dermatology Clinic,dermatology,myeongdong,서울 중구 명동길 60,02-778-0330,none,"Classic Dermatology Clinic offers meticulous care and a comfortable environment for international patients. From skin concerns to aesthetic procedures, we systematically address your needs for optimal results.","Classic Dermatology Clinic offers meticulous care and a comfortable environment for international patients. From skin concerns to aesthetic procedures, we systematically address your needs for optimal results.",TRUE,
0e834d9b-bd69-5906-895c-17b4d945dbc7,1577824900,클림의원 명동점,Klim Clinic Myeongdong Branch,dermatology,myeongdong,서울 중구 명동길 43,02-773-5786,none,Klim Clinic Myeongdong offers specialized skincare treatments tailored for international visitors. Experience personalized consultations and effective procedures in a comfortable environment.,Klim Clinic Myeongdong offers specialized skincare treatments tailored for international visitors. Experience personalized consultations and effective procedures in a comfortable environment.,TRUE,
8086564c-78ec-5301-889f-847e66d1ebe3,1620824757,유앤영피부과의원 명동점,U&Young Dermatology Clinic Myeongdong Branch,dermatology,myeongdong,서울 중구 퇴계로 120,02-318-7533,none,"U&Young Dermatology Clinic Myeongdong Branch offers personalized consultations and treatments tailored for international clients. We are dedicated to providing a comfortable and satisfying experience, addressing all your skincare concerns.","U&Young Dermatology Clinic Myeongdong Branch offers personalized consultations and treatments tailored for international clients. We are dedicated to providing a comfortable and satisfying experience, addressing all your skincare concerns.",TRUE,
02ecd7c2-e12f-5887-a43e-28f0270f1fe5,1109460580,리엔장의원 명동점,Lienjang Clinic Myeongdong Branch,dermatology,myeongdong,서울 중구 명동길 14,02-3789-3625,none,Lienjang Clinic Myeongdong Branch offers customized skincare and treatments for international visitors. Experience professional medical services in a comfortable setting and rediscover your beauty.,Lienjang Clinic Myeongdong Branch offers customized skincare and treatments for international visitors. Experience professional medical services in a comfortable setting and rediscover your beauty.,TRUE,
